DOI,Year,Title,Abstract Note,Ekaterina's evaluation,Danial's evaluation
10.1002/int.22763,2022,Knowledge structure enhanced graph representation learning model for attentive knowledge tracing,"Knowledge tracing (KT) is a fundamental personalized-tutoring technique for learners in online learning systems. Recent KT methods employ flexible deep neural network-based models that excel at this task. However, the adequacy of KT is still challenged by the sparseness of the learners' exercise data. To alleviate the sparseness problem, most of the exiting KT studies are performed at the skill-level rather than the question-level, as questions are often numerous and associated with much fewer skills. However, at the skill level, KT neglects the distinctive information related to the questions themselves and their relations. In this case, the models can imprecisely infer the learners' knowledge states and might fail to capture the long-term dependencies in the exercising sequences. In the knowledge domain, skills are naturally linked as a graph (with the edges being the prerequisite relations between pedagogical concepts). We refer to such a graph as a knowledge structure (KS). Incorporating a KS into the KT procedure can potentially resolve both the sparseness and information loss, but this avenue has been underexplored because obtaining the complete KS of a domain is challenging and labor-intensive. In this paper, we propose a novel KS-enhanced graph representation learning model for KT with an attention mechanism (KSGKT). We first explore eight methods that automatically infer the domain KS from learner response data and integrate it into the KT procedure. Leveraging a graph representation learning model, we then obtain the question and skill embeddings from the KS-enhanced graph. To incorporate more distinctive information on the questions, we extract the cognitive question difficulty from the learning history of each learner. We then propose a convolutional representation method that fuses these disctinctive features, thus obtaining a comprehensive representation of each question. These representations are input to the proposed KT model, and the long-term dependencies are handled by the attention mechanism. The model finally predicts the learner's performance on new problems. Extensive experiments conducted from six perspectives on three real-world data sets demonstrated the superiority and interpretability of our model for learner-performance modeling. Based on the KT results, we also suggest three potential applications of our model.",1,
10.1016/j.ins.2020.04.043,2020,Exam paper generation based on performance prediction of student group,"Exam paper generation is an indispensable part of teaching. Existing methods focus on the use of question extraction algorithms with labels for each question provided. Obviously, manual labeling is inefficient and cannot avoid label bias. Furthermore, the quality of the exam papers generated by the existing methods is not guaranteed. To address these problems, we propose a novel approach to generating exam papers based on prediction of exam performance. As such, we update the quality of the initially generated questions one by using dynamic programming, as well as in batches by using genetic algorithms. We performed the prediction task by using Deep Knowledge Tracing. Our approach considered the skill weight, difficulty, and distribution of exam scores. By comparisons, experimental results indicate that our approach performed better than the two baselines. Furthermore, it can generate exam papers with adaptive difficulties closely to the expected levels, and the related student exam scores will be guaranteed to be relatively reasonable distribution. In addition, our approach was evaluated in a real learning scenarios and shows advantages. (C) 2020 Elsevier Inc. All rights reserved.",1,
10.1007/978-981-16-6471-7_22,2021,MOOPer: A Large-Scale Dataset of Practice-Oriented Online Learning,"With the booming of online education, abundant data are collected to record the learning process, which facilitates the development of related areas. However, the publicly available datasets in this setting are mainly designed for a single specific task, hindering the joint research from different perspectives. Moreover, most of them collect the video-watching or course-enrollment log data, lacking of explicit user feedbacks of knowledge mastery. Therefore, we present MOOPer, a practice-centered dataset, focusing on the problem-solving process in online learning scenarios, with abundant side information organized as knowledge graph. Flexible data parts make it versatile in supporting various tasks, e.g., learning materials recommendation, dropout prediction and so on. Lastly, we take knowledge tracing task as an example to demonstrate the possible use of MOOPer. Since MOOPer supports multiple tasks, we further explore the advantage of combining tasks from different areas, namely, Deep Knowledge Tracing and Knowledge Graph Embedding. Results show that the fusion model improves the performance by over 9.5%, which proves the potential of MOOPer's versatility. The dataset is now available at https://www.educoder.net/ch/rest.",0,
,2023,Evolutionary Neural Architecture Search for Transformer in Knowledge Tracing,"Transformer has achieved excellent performance in the knowledge tracing (KT) task, but they are criticized for the manually selected input features for fusion and the defect of single global context modelling to directly capture students' forgetting behavior in KT, when the related records are distant from the current record in terms of time. To address the issues, this paper first considers adding convolution operations to the Transformer to enhance its local context modelling ability used for students' forgetting behavior, then proposes an evolutionary neural architecture search approach to automate the input feature selection and automatically determine where to apply which operation for achieving the balancing of the local/global context modelling. In the search space design, the original global path containing the attention module in Transformer is replaced with the sum of a global path and a local path that could contain different convolutions, and the selection of input features is also considered. To search the best architecture, we employ an effective evolutionary algorithm to explore the search space and also suggest a search space reduction strategy to accelerate the convergence of the algorithm. Experimental results on the two largest and most challenging education datasets demonstrate the effectiveness of the architecture found by the proposed approach.",1,
10.1007/978-3-030-50788-6_25,2020,Production Implementation of Recurrent Neural Networks in Adaptive Instructional Systems,"This paper reviews current research on deep knowledge tracing (DKT) and discusses the benefits of using DKT in adaptive instructional systems (AIS). Namely, DKT allows for accurate measurement of ability levels across a set of attributes in a content domain and this information can be leveraged to deliver personalized content to the learner. DKT uses a recurrent neural network with long short-term memory units (RNN-LSTM), which is difficult to interpret, although provides higher prediction accuracy than Bayesian knowledge tracing (BKT) or item response theory (IRT) measurement approaches. This makes DKT ideal for learner-focused or formative assessment systems, in which the measurement of attribute proficiencies and the delivery of relevant content to promote learning is valued above the understanding of the measurement process itself. The paper focuses on practical considerations for preparing and deploying an RNN-LSTM in a production system. Namely, data demands for training the network are explored through an analysis on real data from an adaptive tutoring program, and novel methods for training the network when no data are available and for measuring learning trajectories are proposed. Finally, strategies around monitoring production prediction services are discussed, as well as tips for approaching latency, stability, and security issues in production environments. These discussions are meant to provide a researcher or data scientist with enough information to effectively collaborate with technical teams on the production implementation of RNNs, with the goal of making cutting-edge advances in DKT available to real learners.",0,
10.1007/978-3-031-11644-5_23,2022,Deep Learning or Deep Ignorance? Comparing Untrained Recurrent Models in Educational Contexts,"The development and application of deep learning methodologies has grown within educational contexts in recent years. Perhaps attributable, in part, to the large amount of data that is made available through the adoption of computer-based learning systems in classrooms and larger-scale MOOC platforms, many educational researchers are leveraging a wide range of emerging deep learning approaches to study learning and student behavior in various capacities. Variations of recurrent neural networks, for example, have been used to not only predict learning outcomes but also to study sequential and temporal trends in student data; it is commonly believed that they are able to learn high-dimensional representations of learning and behavioral constructs over time, such as the evolution of a students' knowledge state while working through assigned content. Recent works, however, have started to dispute this belief, instead finding that it may be the model's complexity that leads to improved performance in many prediction tasks and that these methods may not inherently learn these temporal representations through model training. In this work, we explore these claims further in the context of detectors of student affect as well as expanding on existing work that explored benchmarks in knowledge tracing. Specifically, we observe how well trained models perform compared to deep learning networks where training is applied only to the output layer. While the highest results of prior works utilizing trained recurrent models are found to be superior, the application of our untrained-versions perform comparably well, outperforming even previous non-deep learning approaches.",0,
10.1109/TKDE.2019.2924374,2021,EKT: Exercise-Aware Knowledge Tracing for Student Performance Prediction,"For offering proactive services (e.g., personalized exercise recommendation) to the students in computer supported intelligent education, one of the fundamental tasks is predicting student performance (e.g., scores) on future exercises, where it is necessary to track the change of each student's knowledge acquisition during her exercising activities. Unfortunately, to the best of our knowledge, existing approaches can only exploit the exercising records of students, and the problem of extracting rich information existed in the materials (e.g., knowledge concepts, exercise content) of exercises to achieve both more precise prediction of student performance and more interpretable analysis of knowledge acquisition remains underexplored. To this end, in this paper, we present a holistic study of student performance prediction. To directly achieve the primary goal of performance prediction, we first propose a general Exercise-Enhanced Recurrent Neural Network (EERNN) framework by exploring both student's exercising records and the text content of corresponding exercises. In EERNN, we simply summarize each student's state into an integrated vector and trace it with a recurrent neural network, where we design a bidirectional LSTM to learn the encoding of each exercise from its content. For making final predictions, we design two implementations on the basis of EERNN with different prediction strategies, i.e., EERNNM with Markov property and EERNNA with Attention mechanism. Then, to explicitly track student's knowledge acquisition on multiple knowledge concepts, we extend EERNN to an explainable Exercise-aware Knowledge Tracing (EKT) framework by incorporating the knowledge concept information, where the student's integrated state vector is now extended to a knowledge state matrix. In EKT, we further develop a memory network for quantifying how much each exercise can affect the mastery of students on multiple knowledge concepts during the exercising process. Finally, we conduct extensive experiments and evaluate both EERNN and EKT frameworks on a largescale real-world data. The results in both general and cold-start scenarios clearly demonstrate the effectiveness of two frameworks in student performance prediction as well as the superior interpretability of EKT.",1,
,2022,No Task Left Behind: Multi-Task Learning of Knowledge Tracing and Option Tracing for Better Student Assessment,"Student assessment is one of the most fundamental tasks in the field of AI Education (AIEd). One of the most common approach to student assessment is Knowledge Tracing (KT), which evaluates a student's knowledge state by predicting whether the student will answer a given question correctly or not. However, in the context of multiple choice (polytomous) questions, conventional KT approaches are limited in that they only consider the binary (dichotomous) correctness label (i.e., correct or incorrect), and disregard the specific option chosen by the student. Meanwhile, Option Tracing (OT) attempts to model a student by predicting which option they will choose for a given question, but overlooks the correctness information. In this paper, we propose Dichotomous-Polytomous Multi-Task Learning (DP-MTL), a multi-task learning framework that combines KT and OT for more precise student assessment. In particular, we show that the KT objective acts as a regularization term for OT in the DP-MTL framework, and propose an appropriate architecture for applying our method on top of existing deep learning-based KT models. We experimentally confirm that DP-MTL significantly improves both KT and OT performances, and also benefits downstream tasks such as Score Prediction (SP).",1,
10.1007/s10639-023-12334-y,2024,Temporal learner modelling through integration of neural and symbolic architectures,"Neural and symbolic architectures are key techniques in AI for learner modelling, enhancing adaptive educational services. Symbolic models offer explanation and reasoning for decisions but require significant human effort. On the other hand, neural architectures demand less human input and yield better predictions, yet lack interpretability. Given the high-risk nature of education and that incorrectly tailored support can negatively affect learning outcomes, the integration of neural and symbolic architectures becomes crucial. This research proposes a novel neural-symbolic AI approach for temporal learner modelling, called TemporaLM, that leverages unsupervised deep neural networks (i.e., autoencoders enriched with symbolic educational knowledge) and dynamic Bayesian networks for learners' knowledge tracing over time. The approach employs a dynamic Bayesian network for temporal knowledge tracking in learners' computational thinking and employs a knowledge-based autoencoder to enhance predictive performance through synthetic data augmentation. Our findings from both cross-validation and practical application demonstrate that the TemporaLM approach, trained on the neural-symbolic AI augmented dataset, achieves better generalizability, yielding an accuracy of 85% and an F1 score of 87%. This surpasses the dynamic Bayesian network trained solely on original and autoencoder-augmented data. Notably, by leveraging the transformed dataset for model training, improvements of up to 8% in F1 score and 5% in accuracy were achieved compared to the original dataset, observed in both cross-validation and application stages. The augmented prediction capabilities, coupled with interpretable knowledge tracing, cultivate trust among educators and learners in data-driven decisions. These findings underline the potential of neural-symbolic family of AI to improve limitation of existing (symbolic) AI methods in education, advancing AI's potential in education and enabling trustworthy and interpretable applications.",1,
10.1007/978-3-031-64312-5_22,2024,Good Fit Bad Policy: Why Fit Statistics Are a Biased Measure of Knowledge Tracer Quality,"Knowledge tracers are typically evaluated on the basis of the goodness-of-fit of their underlying student performance models. However, for the purposes of supporting mastery learning the true measure of a good knowledge tracer is not its goodness-of-fit, but the degree to which it optimally selects next problem items. In this context, a knowledge tracer should minimize under-practice to ensure students master learning materials and minimize over-practice to reduce wasted time. Prior work has suggested that fit-statistic-based measures of knowledge tracer quality may misrank the relative quality of knowledge tracers' item selection. In this work, we evaluate this claim by measuring over- and under-practice directly in synthetic data drawn from ground-truth learning curves. We conduct an experiment with 3 well-known student performance models: Performance Factor Analysis (PFA), BestLR, and Deep Knowledge Tracing (DKT), and find that in 43% of the synthetic datasets, the models with higher measures of overall predictive performance (e.g. AUC and MSE) were worse than a comparison model with a lower predictive performance at minimizing over-practice and under-practice. These results support the hypothesis that overall fit statistics are not a reliable measure of a knowledge tracer's ability to optimally select next items for students, and bring into question the validity of traditional methods of knowledge tracer comparison.",0,
10.1109/ACCESS.2023.3244614,2023,Optimal Knowledge Component Extracting Model for Knowledge-Concept Graph Completion in Education,"As people have become accustomed to non-face-to-face education because of the COVID-19 pandemic, adaptive and personalized learning is being emphasized in the field of education. Learning paths suitable for each student may differ from those normally provided by teachers. To support coaching based on the concept of adaptive learning, the first step is to discover the relationships among the concepts in the curriculum provided in the form of a knowledge graph. In this study, feature reduction for the target knowledge-concept was first performed using Elastic Net and Random Forest algorithms, which are known to have the best performance in machine learning. Deep knowledge tracing (DKT) in the form of a dual-net, which is more efficient because of the already slimmer data, was then applied to increase the accuracy of feature selection. The new approach, termed the optimal knowledge component extracting (OKCE) model, was proven to be superior to a feature reduction approach using only Elastic Net and Random Forest using both open and commercial datasets. Finally, the OKCE model showed a meaningful knowledge-concept graph that could help teachers in adaptive and personalized learning.",0,
10.1145/3614436,2024,Adapting Knowledge Inference Algorithms to Measure Geometry Competencies through a Puzzle Game,"The rapid technological evolution of the last years has motivated students to develop capabilities that will prepare them for an unknown future in the 21st century. In this context, many teachers intend to optimise the learning process, making it more dynamic and exciting through the introduction of gamification. Thus, this article focuses on a data-driven assessment of geometry competencies, which are essential for developing problem-solving and higher-order thinking skills. Our main goal is to adapt, evaluate and compare Bayesian Knowledge Tracing (BKT), Performance Factor Analysis (PFA), Elo, and Deep Knowledge Tracing (DKT) algorithms applied to the data of a geometry game named Shadowspect, in order to predict students' performance by means of several classifier metrics. We analysed two algorithmic configurations, with and without prioritisation of Knowledge Components (KCs) - the skills needed to complete a puzzle successfully, and we found Elo to be the algorithm with the best prediction power with the ability to model the real knowledge of students. However, the best results are achieved without KCs because it is a challenging task to differentiate between KCs effectively in game environments. Our results prove that the above-mentioned algorithms can be applied in formal education to improve teaching, learning, and organisational efficiency.",0,
10.1109/TLT.2023.3326449,2024,Contrastive Personalized Exercise Recommendation With Reinforcement Learning,"Personalized exercise recommendation is a challenging task in the field of artificial intelligence in education due to several problems. First, the mainstream approaches focus more on the exercises that students have not mastered, while overlooking their long-term needs during the learning process. Second, it is difficult to capture students' knowledge states caused by sparse interactions with exercises. Moreover, most recommendation methods are dedicated to the performance of the recommendation w.r.t. accuracy, disregarding the students' learning ability. We introduce a new framework called contrastive personalized exercise recommendation with reinforcement learning (RCL4ER) to tackle these issues. Our framework augments the standard recommendation model with an output layer of self-supervised learning and reinforcement learning. The reinforcement allows the supervised layer to focus on specific rewards, acting as a regularizer. The self-supervised layer provides a powerful signal for parameter updating. Three data augmentation methods are used to provide additional data, which are leveraged to conduct contrastive learning and incorporated into reinforcement learning as supplementary information. In addition, we adopt a trained deep knowledge tracing model to capture the changes in students' knowledge states, so as to establish a dynamic reward mechanism. Experiments of our framework based on four recommendation backbones on several public datasets demonstrate the effectiveness of our RCL4ER, which successfully promotes students' capacity and improves the recommendation performance.",1,
,2024,Graph-based Student Knowledge Profile for Online Intelligent Education,"Student knowledge profile is the basis for adaptive learning applications in online learning resulting from modeling the student mastery of knowledge concepts. In recent years, typical works based on knowledge tracing (KT) expect to profile students and have achieved significant success for the next performance prediction. However, in practical online learning scenarios, current methods tend to suffer from the following challenges: 1) Prediction inconsistency: The accuracy of the next perfounance prediction is inconsistent with the accuracy of student knowledge profile prediction, which is the more required result. 2) Cold start of knowledge: In online learning scenarios, it is often necessary to profile some knowledge concepts without learning records in advance. In this paper, we propose a novel Graph-based Student Knowledge Profile Model (GSKPM), along with a new end-to-end training objective, to tackle these challenges. We first define a new training objective to ensure the model is capable of inferring consistent student knowledge profiles. Then in this model, a two-stage hyper-aggregation process is employed to make full use of the topological relations between knowledge concepts and knowledge domains to provide information during profiling, especially for cold start knowledge concepts. Finally, through extensive experiments on real world datasets, we will show that GSKPM achieves better prediction perfounances on student knowledge profiles and well deals with the cold start problem.",1,
10.1016/j.eswa.2023.120212,2023,Fusing hybrid attentive network with self-supervised dual-channel heterogeneous graph for knowledge tracing,"Recently the large-scale influence of Covid-19 promoted the fast development of intelligent tutoring systems (ITS). As a major task of ITS, Knowledge Tracing (KT) aims to capture a student's dynamic knowledge state based on his historical response sequences and provide personalized learning assistance to him. However, most existing KT methods have encountered the data sparsity problem. In real scenarios, an online tutoring system usually has an extensive collection of questions while each student can only interact with a limited number of questions. As a result, the records of some questions could be extremely sparse, which degrades the performance of traditional KT models. To resolve this issue, we propose a Dual-channel Heterogeneous Graph Network (DHGN) to learn informative representations of questions from students' records by capturing both the high-order heterogeneous and local relations. As the supervised learning manner applied in previous methods is incapable of exploiting unobserved relations between questions, we innovatively integrate a self-supervised framework into the KT task and employ contrastive learning via the two channels of DHGN, supplementing as an auxiliary task to improve the KT performance. Moreover, we adopt the attention mechanism, which has achieved impressive performance in natural language processing tasks, to effectively capture students' knowledge state. But the standard attention network is inapplicable to the KT task because the current knowledge state of a student usually shows strong dependency on his recently interactive questions, unlike the situation of language processing tasks, which focus more on the long-term dependency. To avoid the inefficiency of standard attention networks in the KT task, we further devise a novel Hybrid Attentive Network (HAN), which produces both the global attention and the hierarchical local attention to model the long-term and short-term intents, respectively. Then, by the gating network, a student's long-term and short-term intents are combined for efficient prediction. We conduct extensive experiments on several real-world datasets. Experimental results demonstrate that our proposed methods achieve significant performance improvement compared to existing state-of-the-art baselines, which validates the effectiveness of the proposed dual-channel framework and attentive network.",1,
10.1109/TLT.2023.3301011,2024,Multivariate Knowledge Tracking Based on Graph Neural Network in ASSISTments,"As an excellent means of improving students' effective learning, knowledge tracking can assess the level of knowledge mastery and discover latent learning patterns based on students' historical learning evaluation of related questions. The advantage of knowledge tracking is that it can better organize and adjust students' learning plans, provide personalized guidance, and thus, achieve the purpose of artificial intelligence-assisted education. However, existing methods, for instance, convolutional knowledge tracing, lacking consideration of graph structure and multivariate time-series prediction, result in poor prediction accuracy. Inspired by recent successes of the graph neural network (GNN), we present a novel multivariate graph knowledge tracking (MVGKT) framework to address these limitations. Specifically, a multivariate time-series knowledge tracking system based on spatio-temporal GNN is designed to model student learning trajectories in different spatial and temporal dimensions and capture both temporal dependencies and interstudent correlations. MVGKT incorporates a gate recurrent unit attentive mechanism and graph Fourier transform, discrete Fourier transform, and graph convolution network to increase the predictive accuracy of the student performances. In addition, we design a question difficulty extraction system to obtain information on the difficulty of the questions, and thus, enhance the data features. Numerous experiments on the ASSISTments dataset have demonstrated that MVGKT is superior to existing knowledge-tracking methods on four metrics and has shown that our approach can enhance the predictive accuracy of student performance.",1,
10.2298/CSIS220706024Y,2023,Personalization Exercise Recommendation Framework based on Knowledge Concept Graph,"With the explosive increase of online learning resources, how to provide students with personalized learning resources and achieve the goal of precise teaching has become a research hotspot in the field of computer-assisted teaching. In personalized learning resource recommendation, exercise recommendation is the most commonly used and most representative research direction, which has attracted the attention of a large number of scholars. Aiming at this, a personalized exercise recommendation framework is proposed in this paper. First, it automatically constructs the relationship matrix between questions and concepts based on students' answering records (abbreviated as Q-matrix). Then based on the Q-matrix and answer records, deep knowledge tracing is used to automatically build the course knowledge graph. Then, based on each student's answer records, Q-matrix and the course knowledge graph, a recommendation algorithm is designed to obtain the knowledge structure diagram of every student. Combined the knowledge structure diagram and constructivist learning theory, get candidate recommended exercises from the exercise bank. Finally, based on their diversity, difficulty, novelty and other characteristics, exercises are filtered and obtain the exercises recommended to students. In the experimental part, the proposed framework is compared with other algorithms on the real data set. The experimental results of the proposed algorithm are close to the current mainstream algorithms without the Q-matrix and curriculum knowledge graph, and the experimental results of some indicators are better than Algorithms exist.",1,
10.1109/ACCESS.2023.3329571,2023,Leveraging Inference: A Regression-Based Learner Performance Prediction System for Knowledge Tracing,"Learner modelling and performance prediction have seen numerous advances in the last decade which include Neural Network (NN) based approaches like Deep Knowledge Tracing (DKT), Factorisation machines for estimation and automatic detection of skill tags amongst others. Intelligent Tutoring Systems (ITSs), which try to tailor each user's learning by adaptively scheduling problems depend upon learner modelling and the accurate prediction of learner performance to operate. ITSs have led to the availability of large-scale datasets enabling the development of richer models. The classical Bayesian approaches have been overtaken by faster, more scalable and more accurate models like DASH and DAS3H. Despite recent gains in prediction accuracy by NN based models, they are getting increasingly complex and computationally expensive. The issues with the scalability of recent models hinder their widespread adoption in Massive Online Open Courses (MOOCs) which outnumber ITSs by several magnitudes. NN models have very limited transferability. In this paper, the state-of-the-art approach involving Logistic Regression (LR) is examined on 8 public datasets and an alternative system based on variational encoding is presented. The proposed system outperforms the LR model in accuracy for 4 datasets. The new model is applied to the biggest Educational Data Mining (EDM) dataset available and shows that training on such a large dataset is possible without batching, which is not possible by other techniques. The paper focuses on the increase in scalability with a smaller memory footprint (requiring 22.5 +/- 7.45 % less memory). The system also had a reduction in runtime for 5 among the 8 datasets. However, the variance in reduction is high with an average of 10.12 +/- 21.55 % reduced run times. The proposed system was developed specifically for lightweight MOOCs with limited Learning Management Systems (LMS) such as Moodle. By estimating a learner ability parameter, the proposed system provides richer information to downstream applications like adaptive scheduling. The proposed model retains a high level of interpretability and transferability.",0.5,1
10.1109/ICDM58522.2023.00165,2023,On the Verification of Embeddings with Hybrid Markov Logic,"The standard approach to verify representations learned by Deep Neural Networks is to use them in specific tasks such as classification or regression, and measure their performance based on accuracy in such tasks. However, in many cases, we would want to verify more complex properties of a learned representation. To do this, we propose a framework based on a probabilistic first-order language, namely, Hybrid Markov Logic Networks (HMLNs) where we specify properties over embeddings mixed with symbolic domain knowledge. We present an approach to learn parameters for the properties within this framework. Further, we develop a verification method to test embeddings in this framework by encoding this task as a Mixed Integer Linear Program for which we can leverage existing state-of-theart solvers. We illustrate verification in Graph Neural Networks, Deep Knowledge Tracing and Intelligent Tutoring Systems to demonstrate the generality of our approach.",1,
10.1016/j.knosys.2024.112431,2024,Personalized process-type learning path recommendation based on process mining and deep knowledge tracing,"Personalized learning path recommendation considers learning goals, learning abilities, and other personalized characteristics of learners to generate a suitable learning path. Existing approaches include global optimal and local iterative path recommendation, which recommend a sequence of learning objects. Consequently, the learner can only learn in the order specified by the learning path, which provides limited flexibility for the learner. In addition, existing studies cannot both present the complete path and handle changes in the learner's knowledge state while learning along the path. This study proposes a process-type learning path model and its recommendation approach, which presents a learning path in the form of a flowchart and dynamically recommends path branches according to the knowledge states of the learner during the learning process. Specifically, deep knowledge tracing is used to annotate the knowledge states of learners in historical logs, and process mining is used to generate a personalized process-type learning path that contains sequences, parallel relationships, and selection relationships between learning objects. In addition, the correlation between the knowledge state and the selection of different branches of a learning path in historical logs can be obtained via decision mining. Thus, a branch recommendation model is trained and used to recommend a path branch in a process-type path with the highest probability of mastering the target learning object of the learner based on the learner's knowledge state. The experimental results demonstrate that the learning effectiveness and efficiency of the proposed approach are better than those of the existing approaches.",1,
10.1145/2876034.2893397,2016,Personalized Adaptive Learning using Neural Networks,"Adaptive learning is the core technology behind intelligent tutoring systems, which are responsible for estimating student knowledge and providing personalized instruction to students based on their skill level. In this paper, we present a new adaptive learning system architecture, which uses Artificial Neural Network to construct the Learner Model, which automatically models relationship between different concepts in the curriculum and beats Knowledge Tracing in predicting student performance. We also propose a novel method for selecting items of optimal difficulty, personalized to student's skill level and learning rate, which decreases their learning time by 26.5% as compared to standard pre-defined curriculum sequence item selection policy.",1,
10.1007/978-981-99-8067-3_16,2024,A Causality-Based Interpretable Cognitive Diagnosis Model,"Cognitive diagnosis model (abbr.CDM) aims to assess students' cognitive processes during learning, enabling personalized support based on their needs. Nevertheless, deep learning-based CDMs are inherently opaque, posing challenges in providing psychological insights into the reasoning behind predicted outcomes. We address this by creating three interpretable parameters: skill mastery, exercise difficulty, and exercise discrimination. Inspired by Bayesian networks and neural networks, we use feature engineering for extraction of interpretable parameters and tree-enhanced naive Bayes classifiers for prediction. Our method balances interpretability and accuracy. Experimentally, we compare our approach to traditional and advanced models on four datasets, analyzing each feature's impact. We conduct ablation studies on each feature to examine their contribution to student performance prediction. Thus, causality-based interpretable cognitive diagnosis model (CBICDM) has great potential for providing adaptive and personalized instructions with causal reasoning in real-world educational systems.",0,
10.1007/978-3-031-11644-5_55,2022,Examining Gender Differences in Game-Based Learning Through BKT Parameter Estimation,"The increased adoption of digital game-based learning (DGBL) requires having a deeper understanding of learners' interaction within the games. Although games log data analysis can generate meaningful insights, there is a lack of efficient methods for looking both into learning as a dynamic process and how the game- and domain-specific aspects relate to contextual or demographic differences. In this paper, employing student modelling methods associated with Bayesian Knowledge Tracing (BKT), we analysed data logs fromNavigo, a collection of language games designed to support primary school children in developing their reading skills. Our results offer empirical evidence on how contextual differences can be evaluated from game log data. We conclude the paper with a discussion of design and pedagogical implications of the results presented.",0,
,2021,Question Generation for Adaptive Education,"Intelligent and adaptive online education systems aim to make high-quality education available for a diverse range of students. However, existing systems usually depend on a pool of hand-made questions, limiting how finegrained and open-ended they can be in adapting to individual students. We explore targeted question generation as a controllable sequence generation task. We first show how to fine-tune pre-trained language models for deep knowledge tracing (LM-KT). This model accurately predicts the probability of a student answering a question correctly, and generalizes to questions not seen in training. We then use LM-KT to specify the objective and data for training a model to generate questions conditioned on the student and target difficulty. Our results show we succeed at generating novel, wellcalibrated language translation questions for second language learners from a real online education platform.",1,
10.1007/978-3-031-58396-4_7,2024,Investigating the Impact of Emotions on the Quality of Novice Programmers' Code,"This paper examines the impact of emotions on the quality of code for novice programmers while developing in an experimental setting using Python. A relaxation mechanism was additionally-used to explore the possible effect on emotion and programmer performance. Non-invasive EEG was recorded to assess activations in the left and right prefrontal cortex often related to emotions. The quality of code was obtained based on the Code-based Deep Knowledge Tracing method. Contrary to expectations, preliminary results show that positive emotions may contribute to novice programmers generating lower-quality code. Extension of this study may help solidify this relationship while reinforcing the corollary of how negative emotions contribute to code quality and recommendations for how to situate programmers in these varying mental states.",0,
10.5220/0009590701180124,2020,Identifying Gaps in Use of and Research on Adaptive Learning Systems,"Adaptive learning systems have become increasingly common across age groups and content areas. Many adaptive learning systems personalize the learning experience based on students' prior knowledge, preferences, learner profile, system usage, learning style, and/or learning perceptions. In addition, various learning algorithms have been developed over the years, such as item response theories, Markov modelling, recurrent neural networks, and Bayesian knowledge tracing (BKT). Although western countries have generated numerous efficacy studies, Chinese adaptive education is in its earliest stage, with few efficacy studies conducted in this context, which is a gap in this field. This position paper describes one Chinese adaptive learning system, Squirrel AI Learning, and invites further research on adaptive learning systems in China and other Asian countries.",0,
10.1007/978-981-16-8143-1_8,2021,Memory Attentive Cognitive Diagnosis for Student Performance Prediction,"As the core of intelligent education, cognitive diagnosis aims to capture the proficiency of students on specific knowledge concepts. The Neural Cognitive Diagnosis (Neural CD) exploits an elegant method to simulate the interactions of student exercising process with deep neural networks. However, Neural CD still treats the student factor as static, which doesn't change after the exercising process, against the common sense that a student will gain better proficiency after practices. Furthermore, the Neural CD focuses on the current exercise despite leveraging multi fully connected layers to model the complex interactions, ignoring the relationship between exercises. In this paper, we propose the Memory Attentive Cognitive Diagnosis (MACD) for student performance prediction. Specifically, MACD introduces memory-augmented neural networks to express the student factor, which can be updated with the process of solving exercises. Moreover, MACD replaces the multi fully connected layers with multi-heads attention layers to consider the relationship between the current exercise and the past exercises. We conduct experiments on several real-world datasets and the experimental results show that our model outperforms the state-of-the-art approaches.",1,
10.1109/ICBK50248.2020.00096,2020,Neural Attentive Knowledge Tracing Model for Student Performance Prediction,"A large number of anonymous log files are collected from the online education platform, and it is of great educational significance to use efficient algorithms for mining student's characteristics and predicting student's performance. To the best of our knowledge, existing models lack attention to the long-term performance of students. The interpretability of the operating results is weak. In addition, these models simplify the tracking of student knowledge points and are essentially unable to capture the relationship between skills in multi-skill exercises. We propose a new model, NAKTM, which divides user features into long-term and short-term features, and uses both to comprehensively express student abilities. At the same time, it uses the skills involved in the exercises as much as possible to jointly represent the characteristics of the exercises. Finally, we use the bilinear matching scheme in the hidden space to calculate the similarity between the students' ability and the exercises, and finally directly predict the learner's performance at the exercise level at the next moment. The experiment shows that our model achieves good experimental results without special processing of datasets.",1,
10.1145/3442442.3451362,2021,On Representation Learning for Scientific News Articles Using Heterogeneous Knowledge Graphs,"In the era of misinformation and information inflation, the credibility assessment of the produced news is of the essence. However, fact-checking can be challenging considering the limited references presented in the news. This challenge can be transcended by utilizing the knowledge graph that is related to the news articles. In this work, we present a methodology for creating scientific news article representations by modeling the directed graph between the scientific news articles and the cited scientific publications. The network used for the experiments is comprised of the scientific news articles, their topic, the cited research literature, and their corresponding authors. We implement and present three different approaches: 1) a baseline Relational Graph Convolutional Network (R-GCN), 2) a Heterogeneous Graph Neural Network (HetGNN) and 3) a Heterogeneous Graph Transformer (HGT). We test these models in the downstream task of link prediction on the: a) news article - paper links and b) news article - article topic links. The results show promising applications of graph neural network approaches in the domains of knowledge tracing and scientific news credibility assessment.",0,
